HNRNPK,TARDBP,NEAT1_position
2.9999999999999996,16.0,2396
2.9999999999999996,16.0,2397
2.9999999999999996,16.0,2398
2.9999999999999996,16.0,2399
2.9999999999999996,16.0,2400
2.9999999999999996,16.0,2401
2.9999999999999996,16.0,2402
2.9999999999999996,16.0,2403
2.9999999999999996,16.0,2404
2.9999999999999996,16.0,2405
2.9999999999999996,16.0,2406
2.9999999999999996,16.0,2407
2.9999999999999996,16.0,2408
2.9999999999999996,16.0,2409
2.9999999999999996,16.0,2410
2.9999999999999996,16.0,2411
2.9999999999999996,16.0,2412
2.9999999999999996,16.0,2413
2.9999999999999996,16.0,2414
2.9999999999999996,16.0,2415
2.9999999999999996,16.0,2416
2.9999999999999996,16.0,2417
2.9999999999999996,16.0,2418
2.9999999999999996,16.0,2419
2.9999999999999996,16.0,2420
2.9999999999999996,16.0,2421
2.9999999999999996,16.0,2422
2.9999999999999996,16.0,2423
2.9999999999999996,16.0,2424
2.9999999999999996,16.0,2425
2.9999999999999996,16.0,2426
2.9999999999999996,16.0,2427
2.9999999999999996,15.857142857142858,2428
2.9999999999999996,15.857142857142858,2429
2.9999999999999996,15.857142857142858,2430
2.9999999999999996,15.857142857142858,2431
2.9999999999999996,15.857142857142858,2432
2.9999999999999996,15.857142857142858,2433
2.9999999999999996,15.857142857142858,2434
2.9999999999999996,15.857142857142858,2435
2.9999999999999996,15.857142857142858,2436
2.9999999999999996,15.857142857142858,2437
2.9999999999999996,15.857142857142858,2438
2.9999999999999996,15.857142857142858,2439
2.9999999999999996,15.857142857142858,2440
2.9999999999999996,15.857142857142858,2441
2.9999999999999996,15.857142857142858,2442
2.9999999999999996,15.857142857142858,2443
2.9999999999999996,15.857142857142858,2444
2.9999999999999996,15.857142857142858,2445
2.9999999999999996,15.857142857142858,2446
2.9999999999999996,15.857142857142858,2447
2.9999999999999996,15.857142857142858,2448
2.9999999999999996,15.857142857142858,2449
2.9999999999999996,15.857142857142858,2450
2.9999999999999996,15.857142857142858,2451
2.9999999999999996,15.857142857142858,2452
2.9999999999999996,15.857142857142858,2453
2.9999999999999996,15.857142857142858,2454
2.9999999999999996,15.857142857142858,2455
2.9999999999999996,15.857142857142858,2456
2.9999999999999996,15.857142857142858,2457
2.9999999999999996,15.857142857142858,2458
2.9999999999999996,15.857142857142858,2459
2.9999999999999996,15.857142857142858,2460
2.9999999999999996,15.857142857142858,2461
2.9999999999999996,15.857142857142858,2462
2.9999999999999996,15.857142857142858,2463
2.9999999999999996,15.857142857142858,2464
2.9999999999999996,15.857142857142858,2465
2.9999999999999996,15.857142857142858,2466
2.9999999999999996,15.857142857142858,2467
2.9999999999999996,15.857142857142858,2468
2.9999999999999996,15.857142857142858,2469
2.9999999999999996,15.857142857142858,2470
2.9999999999999996,15.857142857142858,2471
2.9999999999999996,16.714285714285715,2472
2.9999999999999996,16.857142857142858,2473
2.9999999999999996,17.714285714285715,2474
2.9999999999999996,17.714285714285715,2475
2.9999999999999996,18.571428571428573,2476
2.9999999999999996,18.714285714285715,2477
2.9999999999999996,18.714285714285715,2478
2.9999999999999996,18.714285714285715,2479
2.9999999999999996,18.714285714285715,2480
2.9999999999999996,18.714285714285715,2481
2.9999999999999996,18.714285714285715,2482
2.9999999999999996,18.714285714285715,2483
2.9999999999999996,18.714285714285715,2484
2.9999999999999996,18.714285714285715,2485
2.9999999999999996,18.714285714285715,2486
2.9999999999999996,18.714285714285715,2487
2.9999999999999996,18.714285714285715,2488
2.9999999999999996,18.714285714285715,2489
2.9999999999999996,18.714285714285715,2490
2.9999999999999996,18.714285714285715,2491
2.9999999999999996,18.714285714285715,2492
2.9999999999999996,18.714285714285715,2493
2.9999999999999996,18.714285714285715,2494
2.9999999999999996,18.714285714285715,2495
2.9999999999999996,18.714285714285715,2496
2.9999999999999996,18.714285714285715,2497
2.9999999999999996,18.714285714285715,2498
2.9999999999999996,18.714285714285715,2499
2.9999999999999996,18.714285714285715,2500
2.9999999999999996,18.714285714285715,2501
2.9999999999999996,18.714285714285715,2502
2.9999999999999996,18.714285714285715,2503
2.9999999999999996,18.714285714285715,2504
2.9999999999999996,18.714285714285715,2505
2.9999999999999996,18.714285714285715,2506
2.9999999999999996,18.714285714285715,2507
2.9999999999999996,18.714285714285715,2508
2.9999999999999996,18.714285714285715,2509
3.8571428571428568,18.714285714285715,2510
3.8571428571428568,18.714285714285715,2511
3.8571428571428568,18.714285714285715,2512
3.8571428571428568,18.714285714285715,2513
3.8571428571428568,18.714285714285715,2514
3.8571428571428568,18.714285714285715,2515
3.8571428571428568,18.714285714285715,2516
3.8571428571428568,18.714285714285715,2517
3.8571428571428568,18.714285714285715,2518
3.8571428571428568,18.714285714285715,2519
3.8571428571428568,18.714285714285715,2520
3.8571428571428568,18.714285714285715,2521
3.8571428571428568,18.714285714285715,2522
3.8571428571428568,18.714285714285715,2523
3.8571428571428568,18.714285714285715,2524
3.8571428571428568,18.714285714285715,2525
3.8571428571428568,18.714285714285715,2526
3.8571428571428568,18.714285714285715,2527
3.8571428571428568,18.714285714285715,2528
3.8571428571428568,18.714285714285715,2529
3.8571428571428568,18.714285714285715,2530
3.8571428571428568,18.714285714285715,2531
3.8571428571428568,18.714285714285715,2532
3.8571428571428568,18.714285714285715,2533
3.8571428571428568,18.714285714285715,2534
3.8571428571428568,19.571428571428573,2535
3.8571428571428568,19.571428571428573,2536
3.8571428571428568,19.571428571428573,2537
3.8571428571428568,19.571428571428573,2538
3.8571428571428568,19.571428571428573,2539
3.8571428571428568,19.571428571428573,2540
3.8571428571428568,19.571428571428573,2541
3.8571428571428568,19.571428571428573,2542
3.8571428571428568,19.571428571428573,2543
3.8571428571428568,19.571428571428573,2544
3.8571428571428568,19.571428571428573,2545
3.8571428571428568,19.571428571428573,2546
3.8571428571428568,19.571428571428573,2547
3.8571428571428568,19.571428571428573,2548
3.8571428571428568,19.571428571428573,2549
3.8571428571428568,19.571428571428573,2550
3.8571428571428568,19.571428571428573,2551
3.8571428571428568,19.571428571428573,2552
3.8571428571428568,19.571428571428573,2553
3.8571428571428568,19.571428571428573,2554
3.8571428571428568,19.571428571428573,2555
3.8571428571428568,19.571428571428573,2556
3.8571428571428568,19.571428571428573,2557
3.8571428571428568,19.571428571428573,2558
3.8571428571428568,19.571428571428573,2559
3.8571428571428568,19.571428571428573,2560
3.8571428571428568,19.571428571428573,2561
3.8571428571428568,19.571428571428573,2562
3.8571428571428568,19.571428571428573,2563
3.8571428571428568,19.571428571428573,2564
3.8571428571428568,19.571428571428573,2565
3.8571428571428568,19.571428571428573,2566
3.8571428571428568,19.571428571428573,2567
3.8571428571428568,19.571428571428573,2568
3.8571428571428568,19.571428571428573,2569
3.8571428571428568,19.571428571428573,2570
3.8571428571428568,19.571428571428573,2571
3.8571428571428568,18.714285714285715,2572
3.8571428571428568,18.714285714285715,2573
3.8571428571428568,18.714285714285715,2574
3.8571428571428568,18.714285714285715,2575
3.8571428571428568,18.714285714285715,2576
3.8571428571428568,18.714285714285715,2577
3.8571428571428568,18.714285714285715,2578
3.8571428571428568,18.714285714285715,2579
3.8571428571428568,18.714285714285715,2580
3.8571428571428568,18.714285714285715,2581
3.8571428571428568,18.714285714285715,2582
3.8571428571428568,18.714285714285715,2583
3.8571428571428568,18.714285714285715,2584
3.8571428571428568,18.714285714285715,2585
3.8571428571428568,18.714285714285715,2586
3.8571428571428568,18.714285714285715,2587
3.8571428571428568,18.714285714285715,2588
3.8571428571428568,18.714285714285715,2589
3.8571428571428568,18.714285714285715,2590
3.8571428571428568,18.714285714285715,2591
3.8571428571428568,18.714285714285715,2592
3.8571428571428568,18.714285714285715,2593
3.8571428571428568,18.714285714285715,2594
3.8571428571428568,18.714285714285715,2595
3.8571428571428568,18.714285714285715,2596
3.8571428571428568,18.714285714285715,2597
3.8571428571428568,18.714285714285715,2598
3.8571428571428568,18.714285714285715,2599
3.8571428571428568,18.714285714285715,2600
3.8571428571428568,18.714285714285715,2601
3.8571428571428568,18.714285714285715,2602
3.8571428571428568,18.714285714285715,2603
3.8571428571428568,18.714285714285715,2604
3.8571428571428568,18.714285714285715,2605
3.8571428571428568,18.714285714285715,2606
3.8571428571428568,18.714285714285715,2607
3.8571428571428568,18.714285714285715,2608
3.8571428571428568,18.714285714285715,2609
3.8571428571428568,18.714285714285715,2610
3.8571428571428568,18.714285714285715,2611
3.8571428571428568,18.714285714285715,2612
2.8571428571428568,18.714285714285715,2613
2.8571428571428568,18.714285714285715,2614
2.8571428571428568,18.714285714285715,2615
2.8571428571428568,18.714285714285715,2616
2.8571428571428568,18.714285714285715,2617
2.8571428571428568,18.714285714285715,2618
2.8571428571428568,18.714285714285715,2619
2.8571428571428568,18.714285714285715,2620
2.8571428571428568,17.857142857142858,2621
2.8571428571428568,17.857142857142858,2622
2.8571428571428568,17.857142857142858,2623
2.8571428571428568,17.857142857142858,2624
2.8571428571428568,17.857142857142858,2625
2.8571428571428568,17.857142857142858,2626
2.8571428571428568,17.857142857142858,2627
2.8571428571428568,17.857142857142858,2628
2.8571428571428568,17.857142857142858,2629
2.8571428571428568,17.857142857142858,2630
2.8571428571428568,17.857142857142858,2631
2.8571428571428568,17.857142857142858,2632
2.8571428571428568,17.0,2633
2.8571428571428568,17.0,2634
2.8571428571428568,17.0,2635
2.8571428571428568,17.0,2636
2.8571428571428568,17.0,2637
2.8571428571428568,17.0,2638
2.8571428571428568,17.0,2639
2.8571428571428568,17.0,2640
2.8571428571428568,17.0,2641
2.8571428571428568,17.0,2642
2.8571428571428568,16.857142857142858,2643
2.8571428571428568,16.857142857142858,2644
2.8571428571428568,16.857142857142858,2645
2.8571428571428568,16.857142857142858,2646
2.8571428571428568,16.857142857142858,2647
2.8571428571428568,17.0,2648
2.8571428571428568,17.0,2649
2.8571428571428568,17.142857142857142,2650
2.8571428571428568,18.0,2651
2.8571428571428568,18.142857142857142,2652
2.8571428571428568,19.0,2653
2.8571428571428568,19.142857142857142,2654
2.8571428571428568,19.142857142857142,2655
2.8571428571428568,19.142857142857142,2656
2.8571428571428568,20.0,2657
2.8571428571428568,20.0,2658
2.8571428571428568,20.0,2659
2.8571428571428568,20.0,2660
2.8571428571428568,20.0,2661
2.8571428571428568,20.0,2662
2.8571428571428568,20.0,2663
2.8571428571428568,20.0,2664
2.8571428571428568,20.0,2665
2.8571428571428568,20.0,2666
2.8571428571428568,20.0,2667
2.8571428571428568,20.0,2668
2.8571428571428568,20.0,2669
2.8571428571428568,20.0,2670
2.8571428571428568,20.0,2671
2.8571428571428568,20.0,2672
2.8571428571428568,20.0,2673
2.8571428571428568,20.0,2674
2.8571428571428568,20.0,2675
2.8571428571428568,20.0,2676
2.8571428571428568,20.0,2677
2.8571428571428568,20.0,2678
2.8571428571428568,20.0,2679
2.8571428571428568,20.0,2680
2.8571428571428568,20.0,2681
2.8571428571428568,20.0,2682
2.8571428571428568,20.0,2683
2.8571428571428568,20.0,2684
2.8571428571428568,20.0,2685
2.8571428571428568,20.0,2686
2.8571428571428568,20.0,2687
2.8571428571428568,20.0,2688
2.8571428571428568,20.0,2689
2.8571428571428568,20.0,2690
2.8571428571428568,20.0,2691
2.8571428571428568,20.0,2692
2.8571428571428568,20.0,2693
2.8571428571428568,20.0,2694
2.8571428571428568,20.0,2695
2.8571428571428568,20.0,2696
2.8571428571428568,20.0,2697
2.8571428571428568,20.0,2698
2.8571428571428568,20.0,2699
2.8571428571428568,20.0,2700
2.8571428571428568,20.0,2701
2.8571428571428568,20.0,2702
2.8571428571428568,20.0,2703
2.8571428571428568,20.0,2704
2.8571428571428568,20.0,2705
2.8571428571428568,20.0,2706
2.8571428571428568,20.0,2707
2.8571428571428568,20.0,2708
2.8571428571428568,20.0,2709
2.8571428571428568,20.0,2710
2.8571428571428568,20.0,2711
2.8571428571428568,20.0,2712
2.8571428571428568,20.0,2713
2.8571428571428568,20.0,2714
2.8571428571428568,20.0,2715
2.8571428571428568,20.0,2716
2.8571428571428568,19.142857142857142,2717
2.8571428571428568,19.0,2718
2.8571428571428568,18.142857142857142,2719
2.8571428571428568,18.142857142857142,2720
2.8571428571428568,18.142857142857142,2721
2.8571428571428568,18.142857142857142,2722
2.8571428571428568,18.142857142857142,2723
2.8571428571428568,18.142857142857142,2724
2.8571428571428568,18.142857142857142,2725
2.8571428571428568,17.285714285714285,2726
2.8571428571428568,17.285714285714285,2727
2.8571428571428568,17.285714285714285,2728
2.8571428571428568,17.285714285714285,2729
2.8571428571428568,17.285714285714285,2730
2.8571428571428568,17.285714285714285,2731
2.8571428571428568,17.285714285714285,2732
2.8571428571428568,17.285714285714285,2733
2.8571428571428568,17.285714285714285,2734
2.8571428571428568,17.285714285714285,2735
2.8571428571428568,17.285714285714285,2736
2.8571428571428568,17.285714285714285,2737
2.8571428571428568,17.285714285714285,2738
2.8571428571428568,17.285714285714285,2739
2.8571428571428568,17.285714285714285,2740
2.8571428571428568,17.285714285714285,2741
2.8571428571428568,17.285714285714285,2742
2.8571428571428568,17.285714285714285,2743
2.8571428571428568,17.285714285714285,2744
2.8571428571428568,17.285714285714285,2745
2.8571428571428568,17.285714285714285,2746
2.8571428571428568,17.285714285714285,2747
2.8571428571428568,17.285714285714285,2748
2.8571428571428568,17.285714285714285,2749
2.8571428571428568,17.285714285714285,2750
2.8571428571428568,17.285714285714285,2751
2.8571428571428568,17.285714285714285,2752
2.8571428571428568,17.285714285714285,2753
2.8571428571428568,17.285714285714285,2754
2.8571428571428568,17.285714285714285,2755
2.8571428571428568,17.285714285714285,2756
2.8571428571428568,17.285714285714285,2757
2.8571428571428568,17.428571428571427,2758
2.8571428571428568,17.428571428571427,2759
2.8571428571428568,17.428571428571427,2760
2.8571428571428568,17.428571428571427,2761
2.8571428571428568,17.428571428571427,2762
2.8571428571428568,17.428571428571427,2763
2.8571428571428568,17.428571428571427,2764
2.8571428571428568,17.428571428571427,2765
2.8571428571428568,17.428571428571427,2766
2.8571428571428568,17.428571428571427,2767
2.8571428571428568,18.285714285714285,2768
2.8571428571428568,18.285714285714285,2769
2.8571428571428568,18.285714285714285,2770
3.7142857142857135,18.285714285714285,2771
3.7142857142857135,18.285714285714285,2772
3.7142857142857135,18.285714285714285,2773
3.7142857142857135,18.285714285714285,2774
3.7142857142857135,18.285714285714285,2775
3.7142857142857135,18.285714285714285,2776
3.7142857142857135,18.285714285714285,2777
3.7142857142857135,18.428571428571427,2778
3.7142857142857135,18.428571428571427,2779
3.7142857142857135,18.428571428571427,2780
3.7142857142857135,19.285714285714285,2781
3.7142857142857135,19.142857142857142,2782
3.7142857142857135,18.285714285714285,2783
3.7142857142857135,18.142857142857142,2784
3.7142857142857135,17.285714285714285,2785
3.7142857142857135,17.142857142857142,2786
3.7142857142857135,16.285714285714285,2787
3.7142857142857135,16.285714285714285,2788
3.7142857142857135,16.285714285714285,2789
3.7142857142857135,16.285714285714285,2790
3.7142857142857135,16.285714285714285,2791
3.7142857142857135,16.285714285714285,2792
3.7142857142857135,16.285714285714285,2793
3.7142857142857135,16.285714285714285,2794
3.7142857142857135,16.285714285714285,2795
3.7142857142857135,16.285714285714285,2796
3.7142857142857135,16.285714285714285,2797
3.7142857142857135,16.285714285714285,2798
3.7142857142857135,16.285714285714285,2799
3.7142857142857135,16.285714285714285,2800
3.7142857142857135,16.285714285714285,2801
3.7142857142857135,16.285714285714285,2802
3.7142857142857135,16.285714285714285,2803
3.7142857142857135,16.285714285714285,2804
3.7142857142857135,16.285714285714285,2805
3.7142857142857135,16.285714285714285,2806
3.7142857142857135,16.285714285714285,2807
3.7142857142857135,16.285714285714285,2808
3.7142857142857135,16.285714285714285,2809
3.7142857142857135,16.285714285714285,2810
3.7142857142857135,16.285714285714285,2811
3.7142857142857135,16.285714285714285,2812
3.7142857142857135,16.285714285714285,2813
3.7142857142857135,17.142857142857142,2814
3.7142857142857135,17.142857142857142,2815
3.7142857142857135,17.142857142857142,2816
3.7142857142857135,17.142857142857142,2817
3.7142857142857135,17.142857142857142,2818
3.7142857142857135,17.142857142857142,2819
3.7142857142857135,17.142857142857142,2820
3.7142857142857135,17.142857142857142,2821
3.7142857142857135,17.142857142857142,2822
3.7142857142857135,17.142857142857142,2823
3.7142857142857135,17.142857142857142,2824
3.7142857142857135,17.142857142857142,2825
3.7142857142857135,17.142857142857142,2826
3.7142857142857135,16.28571428571429,2827
3.7142857142857135,16.28571428571429,2828
3.7142857142857135,16.28571428571429,2829
3.7142857142857135,16.28571428571429,2830
3.7142857142857135,15.428571428571429,2831
3.7142857142857135,15.428571428571427,2832
3.7142857142857135,15.428571428571427,2833
3.7142857142857135,15.428571428571427,2834
3.7142857142857135,15.428571428571427,2835
3.7142857142857135,15.428571428571427,2836
3.7142857142857135,15.428571428571427,2837
3.7142857142857135,15.428571428571427,2838
3.7142857142857135,15.428571428571427,2839
3.7142857142857135,15.428571428571427,2840
3.7142857142857135,15.428571428571427,2841
3.7142857142857135,15.428571428571427,2842
3.7142857142857135,15.428571428571427,2843
3.7142857142857135,15.428571428571427,2844
3.7142857142857135,15.428571428571427,2845
3.7142857142857135,15.428571428571427,2846
3.7142857142857135,15.428571428571427,2847
3.7142857142857135,15.428571428571427,2848
3.7142857142857135,15.428571428571427,2849
3.7142857142857135,15.428571428571427,2850
3.7142857142857135,15.428571428571427,2851
3.7142857142857135,15.428571428571427,2852
3.7142857142857135,15.428571428571427,2853
3.7142857142857135,15.428571428571427,2854
3.7142857142857135,15.428571428571427,2855
3.7142857142857135,15.428571428571427,2856
3.8571428571428563,15.428571428571427,2857
3.8571428571428563,15.428571428571427,2858
3.8571428571428563,15.428571428571427,2859
3.8571428571428563,15.428571428571427,2860
3.8571428571428563,15.428571428571427,2861
3.8571428571428563,15.428571428571427,2862
3.8571428571428563,15.428571428571427,2863
3.999999999999999,15.428571428571427,2864
3.999999999999999,15.428571428571427,2865
3.999999999999999,15.428571428571427,2866
3.999999999999999,15.428571428571427,2867
3.999999999999999,15.428571428571427,2868
3.999999999999999,15.428571428571427,2869
3.999999999999999,15.428571428571427,2870
3.999999999999999,15.428571428571427,2871
3.999999999999999,15.428571428571427,2872
3.999999999999999,15.428571428571427,2873
3.999999999999999,15.428571428571427,2874
3.999999999999999,15.428571428571427,2875
3.999999999999999,15.428571428571427,2876
3.999999999999999,15.428571428571427,2877
3.999999999999999,15.428571428571427,2878
3.999999999999999,15.428571428571427,2879
3.999999999999999,15.428571428571427,2880
3.999999999999999,15.428571428571427,2881
3.999999999999999,15.428571428571427,2882
3.999999999999999,15.428571428571427,2883
3.999999999999999,15.428571428571427,2884
3.999999999999999,15.428571428571427,2885
3.999999999999999,15.428571428571427,2886
3.999999999999999,15.428571428571427,2887
3.999999999999999,15.428571428571427,2888
3.999999999999999,15.428571428571427,2889
3.999999999999999,15.428571428571427,2890
3.999999999999999,15.428571428571427,2891
3.999999999999999,15.428571428571427,2892
3.999999999999999,15.428571428571427,2893
3.999999999999999,15.428571428571427,2894
3.999999999999999,15.428571428571427,2895
3.999999999999999,15.428571428571427,2896
3.999999999999999,15.428571428571427,2897
3.999999999999999,15.428571428571427,2898
3.999999999999999,15.428571428571427,2899
3.999999999999999,15.428571428571427,2900
3.999999999999999,15.428571428571427,2901
3.999999999999999,15.428571428571427,2902
3.999999999999999,15.428571428571427,2903
3.999999999999999,15.428571428571427,2904
3.999999999999999,15.428571428571427,2905
3.999999999999999,15.428571428571427,2906
3.999999999999999,15.428571428571427,2907
3.999999999999999,15.428571428571427,2908
3.999999999999999,15.428571428571427,2909
3.999999999999999,15.428571428571427,2910
3.999999999999999,15.428571428571427,2911
3.999999999999999,15.428571428571427,2912
3.999999999999999,15.428571428571427,2913
3.999999999999999,15.428571428571427,2914
3.999999999999999,15.428571428571427,2915
3.999999999999999,15.428571428571427,2916
3.999999999999999,15.428571428571427,2917
3.999999999999999,15.428571428571427,2918
3.999999999999999,15.428571428571427,2919
3.999999999999999,15.428571428571427,2920
3.999999999999999,15.428571428571427,2921
3.999999999999999,15.428571428571427,2922
3.999999999999999,15.428571428571427,2923
3.999999999999999,15.428571428571427,2924
3.999999999999999,15.428571428571427,2925
3.999999999999999,15.428571428571427,2926
3.999999999999999,15.428571428571427,2927
3.999999999999999,15.428571428571427,2928
3.999999999999999,15.428571428571427,2929
3.999999999999999,15.428571428571427,2930
3.999999999999999,15.428571428571427,2931
3.999999999999999,15.428571428571427,2932
3.999999999999999,15.428571428571427,2933
3.999999999999999,15.428571428571427,2934
3.999999999999999,15.428571428571427,2935
3.999999999999999,15.428571428571427,2936
3.999999999999999,15.428571428571427,2937
3.999999999999999,15.428571428571427,2938
3.999999999999999,15.428571428571427,2939
3.999999999999999,15.428571428571427,2940
3.999999999999999,15.428571428571427,2941
3.999999999999999,15.428571428571427,2942
3.999999999999999,15.428571428571427,2943
3.999999999999999,15.428571428571427,2944
3.999999999999999,15.428571428571427,2945
3.999999999999999,15.428571428571427,2946
3.999999999999999,15.428571428571427,2947
3.999999999999999,15.428571428571427,2948
3.999999999999999,15.428571428571427,2949
3.999999999999999,15.428571428571427,2950
3.999999999999999,15.428571428571427,2951
3.999999999999999,15.428571428571427,2952
3.999999999999999,15.428571428571427,2953
3.999999999999999,15.428571428571427,2954
3.999999999999999,15.428571428571427,2955
3.999999999999999,15.428571428571427,2956
3.999999999999999,15.428571428571427,2957
3.999999999999999,15.428571428571427,2958
3.999999999999999,15.428571428571427,2959
3.999999999999999,15.428571428571427,2960
3.999999999999999,15.428571428571427,2961
3.999999999999999,15.428571428571427,2962
3.999999999999999,15.428571428571427,2963
3.999999999999999,15.428571428571427,2964
3.999999999999999,15.428571428571427,2965
3.999999999999999,15.57142857142857,2966
3.999999999999999,15.57142857142857,2967
3.999999999999999,15.57142857142857,2968
3.999999999999999,15.57142857142857,2969
3.999999999999999,15.57142857142857,2970
3.999999999999999,15.57142857142857,2971
3.999999999999999,15.57142857142857,2972
3.999999999999999,15.57142857142857,2973
3.999999999999999,15.57142857142857,2974
3.999999999999999,15.57142857142857,2975
3.999999999999999,15.57142857142857,2976
3.999999999999999,15.57142857142857,2977
3.999999999999999,15.57142857142857,2978
3.999999999999999,15.57142857142857,2979
3.999999999999999,15.57142857142857,2980
3.999999999999999,15.57142857142857,2981
3.999999999999999,15.57142857142857,2982
3.999999999999999,15.57142857142857,2983
3.999999999999999,15.57142857142857,2984
3.999999999999999,15.57142857142857,2985
3.999999999999999,15.57142857142857,2986
3.999999999999999,15.57142857142857,2987
3.999999999999999,15.57142857142857,2988
3.999999999999999,15.57142857142857,2989
3.999999999999999,15.57142857142857,2990
3.999999999999999,15.57142857142857,2991
3.999999999999999,15.57142857142857,2992
3.999999999999999,15.57142857142857,2993
3.999999999999999,15.57142857142857,2994
3.999999999999999,15.57142857142857,2995
3.999999999999999,15.57142857142857,2996
3.999999999999999,15.57142857142857,2997
3.999999999999999,15.57142857142857,2998
3.999999999999999,15.57142857142857,2999
3.999999999999999,15.57142857142857,3000
3.999999999999999,15.57142857142857,3001
3.999999999999999,15.57142857142857,3002
3.999999999999999,15.57142857142857,3003
3.999999999999999,15.57142857142857,3004
3.999999999999999,15.57142857142857,3005
3.999999999999999,15.57142857142857,3006
3.999999999999999,15.57142857142857,3007
3.999999999999999,15.57142857142857,3008
3.999999999999999,15.57142857142857,3009
3.999999999999999,15.57142857142857,3010
3.999999999999999,15.57142857142857,3011
3.999999999999999,15.57142857142857,3012
3.999999999999999,15.57142857142857,3013
3.999999999999999,15.57142857142857,3014
3.999999999999999,15.57142857142857,3015
3.999999999999999,15.57142857142857,3016
3.999999999999999,15.57142857142857,3017
3.999999999999999,15.57142857142857,3018
3.999999999999999,15.57142857142857,3019
3.999999999999999,15.57142857142857,3020
3.999999999999999,15.57142857142857,3021
3.999999999999999,15.428571428571427,3022
3.999999999999999,14.57142857142857,3023
3.999999999999999,14.57142857142857,3024
3.999999999999999,13.714285714285714,3025
3.999999999999999,13.714285714285714,3026
3.999999999999999,13.714285714285714,3027
3.999999999999999,13.714285714285714,3028
3.999999999999999,13.714285714285714,3029
3.999999999999999,13.714285714285714,3030
3.999999999999999,13.714285714285714,3031
3.999999999999999,13.714285714285714,3032
3.999999999999999,13.714285714285714,3033
3.999999999999999,13.714285714285714,3034
3.999999999999999,13.714285714285714,3035
3.999999999999999,13.714285714285714,3036
3.999999999999999,13.714285714285714,3037
3.999999999999999,14.571428571428571,3038
3.999999999999999,14.571428571428571,3039
3.999999999999999,14.571428571428571,3040
3.999999999999999,14.571428571428571,3041
3.999999999999999,14.571428571428571,3042
3.999999999999999,14.571428571428571,3043
3.999999999999999,14.571428571428571,3044
3.999999999999999,14.571428571428571,3045
3.999999999999999,14.571428571428571,3046
3.999999999999999,14.571428571428571,3047
3.999999999999999,14.714285714285714,3048
3.999999999999999,14.714285714285714,3049
3.999999999999999,14.714285714285714,3050
3.999999999999999,14.714285714285714,3051
3.999999999999999,14.857142857142858,3052
3.999999999999999,14.857142857142858,3053
3.999999999999999,14.857142857142858,3054
3.999999999999999,14.857142857142858,3055
3.999999999999999,14.857142857142858,3056
3.999999999999999,14.857142857142858,3057
3.999999999999999,15.0,3058
3.999999999999999,15.0,3059
3.999999999999999,15.0,3060
3.999999999999999,15.0,3061
3.999999999999999,15.0,3062
3.999999999999999,15.0,3063
3.999999999999999,15.0,3064
3.999999999999999,15.0,3065
3.999999999999999,15.0,3066
3.999999999999999,15.0,3067
3.999999999999999,15.0,3068
3.999999999999999,15.0,3069
3.999999999999999,15.0,3070
3.999999999999999,15.0,3071
3.999999999999999,15.0,3072
3.999999999999999,15.0,3073
3.999999999999999,15.0,3074
3.999999999999999,15.0,3075
3.999999999999999,15.0,3076
3.999999999999999,15.0,3077
3.999999999999999,15.0,3078
3.999999999999999,15.0,3079
3.999999999999999,15.142857142857142,3080
3.999999999999999,15.142857142857142,3081
3.999999999999999,15.142857142857142,3082
3.999999999999999,15.142857142857142,3083
3.999999999999999,15.142857142857142,3084
3.999999999999999,15.142857142857142,3085
3.999999999999999,15.142857142857142,3086
3.999999999999999,15.142857142857142,3087
3.999999999999999,15.142857142857142,3088
3.999999999999999,15.142857142857142,3089
3.999999999999999,15.142857142857142,3090
3.999999999999999,15.142857142857142,3091
3.999999999999999,15.142857142857142,3092
3.999999999999999,15.142857142857142,3093
3.999999999999999,15.142857142857142,3094
3.999999999999999,15.142857142857142,3095
3.999999999999999,15.142857142857142,3096
3.999999999999999,15.142857142857142,3097
3.999999999999999,15.142857142857142,3098
3.999999999999999,15.142857142857142,3099
3.999999999999999,15.142857142857142,3100
3.999999999999999,15.142857142857142,3101
3.999999999999999,15.142857142857142,3102
3.999999999999999,15.142857142857142,3103
3.999999999999999,15.142857142857142,3104
3.999999999999999,15.142857142857142,3105
3.999999999999999,15.142857142857142,3106
3.999999999999999,15.142857142857142,3107
3.999999999999999,15.142857142857142,3108
3.999999999999999,15.142857142857142,3109
3.999999999999999,15.142857142857142,3110
3.999999999999999,15.142857142857142,3111
3.999999999999999,15.142857142857142,3112
3.999999999999999,15.142857142857142,3113
3.999999999999999,15.142857142857142,3114
3.999999999999999,15.142857142857142,3115
3.999999999999999,15.142857142857142,3116
3.999999999999999,14.285714285714285,3117
3.999999999999999,14.142857142857142,3118
3.999999999999999,13.285714285714285,3119
3.999999999999999,13.142857142857142,3120
3.999999999999999,12.285714285714285,3121
3.999999999999999,12.285714285714285,3122
3.999999999999999,12.285714285714285,3123
3.999999999999999,12.285714285714285,3124
3.999999999999999,12.285714285714285,3125
3.999999999999999,12.285714285714285,3126
3.999999999999999,12.285714285714285,3127
3.999999999999999,12.285714285714285,3128
3.999999999999999,12.285714285714285,3129
3.999999999999999,12.285714285714285,3130
3.999999999999999,12.285714285714285,3131
3.999999999999999,12.285714285714285,3132
3.999999999999999,12.285714285714285,3133
