AKAP8L,CPSF6,NEAT1_position
10.285714285714285,7.0,7216
10.285714285714285,7.0,7217
9.428571428571429,7.0,7218
9.428571428571429,7.0,7219
9.428571428571429,7.0,7220
9.428571428571429,7.0,7221
9.428571428571429,7.0,7222
9.428571428571429,7.0,7223
9.428571428571429,7.0,7224
9.428571428571429,7.0,7225
9.428571428571429,7.0,7226
9.428571428571429,7.0,7227
9.428571428571429,7.0,7228
9.428571428571429,7.0,7229
9.428571428571429,7.0,7230
9.428571428571429,7.0,7231
9.428571428571429,7.0,7232
9.428571428571429,7.0,7233
9.428571428571429,7.0,7234
9.428571428571429,7.0,7235
9.428571428571429,7.0,7236
9.428571428571429,7.0,7237
9.428571428571429,7.0,7238
9.428571428571429,7.0,7239
9.428571428571429,7.0,7240
9.428571428571429,7.0,7241
9.428571428571429,7.0,7242
9.428571428571429,7.0,7243
9.428571428571429,7.0,7244
9.428571428571429,7.0,7245
9.428571428571429,7.0,7246
9.428571428571429,7.0,7247
9.428571428571429,7.0,7248
9.428571428571429,7.0,7249
9.428571428571429,7.0,7250
9.428571428571429,7.0,7251
9.428571428571429,7.0,7252
9.428571428571429,7.0,7253
9.428571428571429,7.0,7254
9.428571428571429,7.0,7255
9.428571428571429,7.0,7256
9.428571428571429,7.0,7257
9.428571428571429,7.0,7258
9.428571428571429,7.0,7259
9.428571428571429,7.0,7260
9.428571428571429,7.0,7261
9.428571428571429,7.0,7262
9.428571428571429,7.0,7263
9.428571428571429,7.0,7264
9.428571428571429,7.0,7265
9.428571428571429,8.0,7266
9.428571428571429,8.0,7267
9.428571428571429,8.0,7268
9.428571428571429,9.0,7269
9.428571428571429,9.0,7270
9.428571428571429,9.0,7271
9.428571428571429,10.0,7272
9.428571428571429,10.0,7273
9.428571428571429,10.0,7274
9.428571428571429,10.0,7275
9.428571428571429,10.0,7276
9.428571428571429,10.0,7277
9.428571428571429,10.0,7278
9.428571428571429,10.0,7279
9.428571428571429,10.0,7280
9.428571428571429,10.0,7281
9.428571428571429,10.0,7282
9.428571428571429,10.0,7283
9.428571428571429,10.0,7284
9.428571428571429,10.0,7285
9.428571428571429,10.0,7286
9.428571428571429,10.0,7287
9.428571428571429,10.0,7288
9.428571428571429,10.0,7289
9.428571428571429,10.0,7290
9.428571428571429,10.0,7291
9.428571428571429,10.0,7292
9.428571428571429,10.0,7293
9.428571428571429,10.0,7294
9.428571428571429,10.0,7295
9.428571428571429,10.0,7296
9.428571428571429,10.0,7297
9.428571428571429,10.0,7298
9.428571428571429,10.0,7299
9.428571428571429,10.0,7300
9.428571428571429,10.0,7301
9.428571428571429,10.0,7302
9.428571428571429,10.0,7303
9.428571428571429,10.0,7304
9.428571428571429,10.0,7305
9.428571428571429,10.0,7306
9.428571428571429,10.0,7307
9.428571428571429,10.0,7308
9.428571428571429,10.0,7309
9.428571428571429,10.0,7310
9.428571428571429,10.0,7311
9.428571428571429,10.0,7312
9.428571428571429,10.0,7313
9.428571428571429,10.0,7314
9.428571428571429,10.0,7315
9.428571428571429,10.0,7316
9.428571428571429,9.0,7317
9.428571428571429,9.0,7318
9.428571428571429,9.0,7319
9.428571428571429,9.0,7320
9.428571428571429,9.0,7321
9.428571428571429,9.0,7322
9.428571428571429,9.0,7323
9.428571428571429,9.0,7324
9.428571428571429,9.0,7325
9.428571428571429,9.0,7326
9.428571428571429,9.0,7327
9.428571428571429,9.0,7328
9.428571428571429,9.0,7329
9.428571428571429,9.0,7330
9.428571428571429,9.0,7331
9.428571428571429,9.0,7332
9.428571428571429,9.0,7333
9.428571428571429,9.0,7334
9.428571428571429,9.0,7335
9.428571428571429,9.0,7336
9.428571428571429,9.0,7337
9.428571428571429,9.0,7338
9.428571428571429,9.0,7339
9.428571428571429,9.0,7340
9.428571428571429,9.0,7341
9.428571428571429,9.0,7342
9.428571428571429,9.0,7343
9.428571428571429,9.0,7344
9.428571428571429,9.0,7345
9.428571428571429,9.0,7346
9.428571428571429,9.0,7347
9.428571428571429,9.0,7348
9.428571428571429,9.0,7349
9.428571428571429,9.0,7350
9.428571428571429,9.0,7351
9.428571428571429,9.0,7352
9.428571428571429,9.0,7353
9.428571428571429,9.0,7354
9.428571428571429,9.0,7355
9.428571428571429,9.0,7356
9.428571428571429,9.0,7357
9.428571428571429,9.0,7358
9.428571428571429,9.0,7359
9.428571428571429,9.0,7360
9.428571428571429,9.0,7361
9.428571428571429,9.0,7362
9.428571428571429,9.0,7363
9.428571428571429,9.0,7364
9.428571428571429,9.0,7365
9.428571428571429,9.0,7366
9.428571428571429,9.0,7367
9.428571428571429,9.0,7368
9.428571428571429,9.0,7369
9.428571428571429,9.0,7370
9.428571428571429,9.0,7371
9.428571428571429,9.0,7372
9.428571428571429,9.0,7373
9.428571428571429,9.0,7374
9.428571428571429,9.0,7375
9.428571428571429,9.0,7376
9.428571428571429,9.0,7377
9.428571428571429,9.0,7378
10.285714285714286,9.0,7379
10.285714285714286,9.0,7380
10.285714285714286,9.0,7381
10.285714285714286,9.0,7382
10.285714285714286,9.0,7383
10.285714285714286,9.0,7384
10.285714285714286,9.0,7385
10.285714285714286,9.0,7386
10.285714285714286,9.0,7387
10.285714285714286,9.0,7388
10.285714285714286,9.0,7389
10.285714285714286,9.0,7390
10.285714285714286,9.0,7391
10.285714285714286,9.0,7392
10.285714285714286,9.0,7393
10.285714285714286,9.0,7394
10.285714285714286,9.0,7395
10.285714285714286,9.0,7396
10.285714285714286,9.0,7397
10.285714285714286,9.0,7398
10.285714285714286,9.0,7399
10.285714285714286,9.0,7400
10.285714285714286,9.0,7401
10.285714285714286,9.0,7402
10.285714285714286,9.0,7403
10.285714285714286,9.0,7404
10.285714285714286,9.0,7405
10.285714285714286,9.0,7406
10.285714285714286,9.0,7407
10.285714285714286,9.0,7408
10.285714285714286,9.0,7409
10.285714285714286,9.0,7410
10.285714285714286,9.0,7411
10.285714285714286,9.0,7412
10.285714285714286,9.0,7413
10.285714285714286,9.0,7414
10.285714285714286,9.0,7415
10.285714285714286,9.0,7416
10.285714285714286,9.0,7417
10.285714285714286,9.0,7418
10.285714285714286,9.0,7419
10.285714285714286,9.0,7420
10.285714285714286,9.0,7421
10.285714285714286,9.0,7422
10.285714285714286,9.0,7423
10.285714285714286,9.0,7424
10.285714285714286,9.0,7425
10.285714285714286,9.0,7426
10.285714285714286,9.0,7427
10.285714285714286,9.0,7428
10.285714285714286,9.0,7429
10.285714285714286,9.0,7430
10.285714285714286,9.0,7431
10.285714285714286,9.0,7432
10.285714285714286,9.0,7433
10.285714285714286,9.0,7434
10.428571428571429,9.0,7435
10.428571428571429,9.0,7436
10.428571428571429,9.0,7437
10.428571428571429,9.0,7438
10.428571428571429,9.0,7439
10.428571428571429,9.0,7440
10.428571428571429,9.0,7441
10.428571428571429,9.0,7442
10.428571428571429,9.0,7443
10.428571428571429,9.0,7444
10.428571428571429,9.0,7445
10.428571428571429,9.0,7446
10.428571428571429,9.0,7447
10.428571428571429,9.0,7448
10.428571428571429,9.0,7449
10.428571428571429,9.0,7450
10.428571428571429,9.0,7451
10.428571428571429,9.0,7452
10.428571428571429,9.0,7453
10.428571428571429,9.0,7454
10.428571428571429,9.0,7455
10.428571428571429,9.0,7456
10.428571428571429,9.0,7457
10.428571428571429,9.0,7458
10.428571428571429,9.0,7459
10.428571428571429,9.0,7460
10.428571428571429,9.0,7461
10.428571428571429,9.0,7462
10.428571428571429,9.0,7463
10.428571428571429,9.0,7464
10.428571428571429,9.0,7465
10.428571428571429,9.0,7466
10.428571428571429,9.0,7467
10.428571428571429,9.0,7468
10.428571428571429,9.0,7469
10.428571428571429,9.0,7470
10.428571428571429,9.0,7471
10.428571428571429,9.0,7472
10.428571428571429,9.0,7473
10.428571428571429,9.0,7474
10.428571428571429,9.0,7475
10.428571428571429,9.0,7476
10.428571428571429,9.0,7477
10.428571428571429,9.0,7478
10.428571428571429,9.0,7479
10.428571428571429,9.0,7480
10.428571428571429,9.0,7481
10.428571428571429,9.0,7482
10.428571428571429,9.0,7483
10.428571428571429,9.0,7484
10.428571428571429,9.0,7485
10.428571428571429,9.0,7486
10.428571428571429,9.0,7487
10.428571428571429,9.0,7488
10.428571428571429,9.0,7489
10.428571428571429,9.0,7490
10.428571428571429,9.0,7491
10.428571428571429,9.0,7492
10.428571428571429,9.0,7493
10.428571428571429,9.0,7494
10.428571428571429,9.0,7495
10.428571428571429,9.0,7496
10.428571428571429,9.0,7497
10.428571428571429,9.0,7498
10.428571428571429,9.0,7499
10.428571428571429,9.0,7500
10.428571428571429,9.0,7501
10.428571428571429,9.0,7502
10.428571428571429,9.0,7503
10.428571428571429,9.0,7504
10.428571428571429,9.0,7505
10.428571428571429,9.0,7506
11.285714285714285,9.0,7507
11.285714285714285,9.0,7508
11.285714285714285,9.0,7509
11.285714285714285,9.0,7510
11.285714285714285,9.0,7511
11.285714285714285,9.0,7512
11.285714285714285,9.0,7513
11.285714285714285,9.0,7514
11.285714285714285,9.0,7515
11.285714285714285,9.0,7516
11.285714285714285,9.0,7517
11.285714285714285,9.0,7518
11.285714285714285,9.0,7519
11.285714285714285,9.0,7520
11.285714285714285,9.0,7521
11.285714285714285,9.0,7522
11.285714285714285,9.0,7523
11.285714285714285,9.0,7524
11.285714285714285,9.0,7525
11.285714285714285,9.0,7526
11.285714285714285,9.0,7527
11.285714285714285,9.0,7528
11.285714285714285,9.0,7529
11.285714285714285,9.0,7530
11.285714285714285,9.0,7531
10.428571428571427,9.0,7532
10.428571428571427,9.0,7533
10.428571428571427,9.0,7534
10.428571428571427,9.0,7535
10.428571428571427,9.0,7536
10.428571428571427,9.0,7537
10.428571428571427,9.0,7538
10.428571428571427,9.0,7539
10.428571428571427,9.0,7540
10.428571428571427,9.0,7541
10.428571428571427,9.0,7542
10.428571428571427,9.0,7543
10.428571428571427,9.0,7544
10.428571428571427,9.0,7545
10.428571428571427,9.0,7546
10.428571428571427,9.0,7547
10.428571428571427,9.0,7548
10.428571428571427,9.0,7549
10.428571428571427,9.0,7550
10.428571428571427,9.0,7551
10.428571428571427,9.0,7552
10.428571428571427,9.0,7553
10.428571428571427,9.0,7554
10.428571428571427,9.0,7555
9.57142857142857,9.0,7556
9.57142857142857,9.0,7557
9.57142857142857,9.0,7558
9.428571428571427,9.0,7559
9.428571428571427,9.0,7560
9.428571428571427,8.0,7561
9.428571428571427,8.0,7562
9.428571428571427,8.0,7563
9.428571428571427,8.0,7564
9.428571428571427,8.0,7565
9.428571428571427,8.0,7566
9.428571428571427,8.0,7567
9.428571428571427,8.0,7568
9.428571428571427,8.0,7569
9.428571428571427,8.0,7570
9.428571428571427,8.0,7571
9.428571428571427,8.0,7572
9.428571428571427,8.0,7573
9.428571428571427,8.0,7574
9.428571428571427,8.0,7575
9.428571428571427,8.0,7576
9.428571428571427,8.0,7577
9.428571428571427,8.0,7578
9.428571428571427,8.0,7579
9.428571428571427,8.0,7580
9.428571428571427,8.0,7581
9.428571428571427,8.0,7582
9.428571428571427,8.0,7583
9.428571428571427,8.0,7584
9.428571428571427,8.0,7585
9.428571428571427,8.0,7586
9.428571428571427,8.0,7587
9.428571428571427,8.0,7588
9.428571428571427,8.0,7589
9.428571428571427,8.0,7590
9.428571428571427,8.0,7591
9.428571428571427,8.0,7592
9.428571428571427,8.0,7593
9.428571428571427,8.0,7594
9.428571428571427,8.0,7595
9.428571428571427,8.0,7596
9.428571428571427,8.0,7597
9.428571428571427,8.0,7598
9.428571428571427,8.0,7599
9.428571428571427,8.0,7600
9.428571428571427,8.0,7601
9.428571428571427,8.0,7602
9.428571428571427,8.0,7603
9.428571428571427,8.0,7604
9.428571428571427,8.0,7605
9.428571428571427,8.0,7606
9.428571428571427,8.0,7607
9.428571428571427,8.0,7608
9.428571428571427,8.0,7609
9.428571428571427,8.0,7610
9.428571428571427,8.0,7611
9.428571428571427,8.0,7612
9.428571428571427,8.0,7613
9.428571428571427,8.0,7614
9.428571428571427,8.0,7615
8.57142857142857,8.0,7616
8.57142857142857,8.0,7617
8.57142857142857,9.0,7618
8.428571428571427,9.0,7619
8.428571428571427,9.0,7620
8.428571428571427,9.0,7621
8.428571428571427,9.0,7622
8.428571428571427,9.0,7623
8.428571428571427,9.0,7624
8.428571428571427,9.0,7625
8.428571428571427,9.0,7626
8.428571428571427,9.0,7627
8.428571428571427,9.0,7628
8.428571428571427,9.0,7629
8.428571428571427,9.0,7630
8.428571428571427,9.0,7631
8.428571428571427,9.0,7632
8.428571428571427,9.0,7633
8.428571428571427,9.0,7634
8.428571428571427,9.0,7635
7.571428571428571,9.0,7636
7.571428571428571,9.0,7637
7.571428571428571,9.0,7638
7.571428571428571,9.0,7639
7.571428571428571,9.0,7640
7.571428571428571,9.0,7641
7.571428571428571,9.0,7642
7.571428571428571,9.0,7643
7.571428571428571,9.0,7644
7.571428571428571,9.0,7645
7.571428571428571,9.0,7646
7.571428571428571,9.0,7647
7.571428571428571,9.0,7648
7.571428571428571,9.0,7649
7.571428571428571,8.0,7650
7.571428571428571,8.0,7651
7.571428571428571,8.0,7652
7.571428571428571,8.0,7653
7.571428571428571,8.0,7654
7.571428571428571,8.0,7655
7.571428571428571,8.0,7656
7.571428571428571,8.0,7657
7.571428571428571,8.0,7658
7.571428571428571,8.0,7659
7.571428571428571,8.0,7660
7.571428571428571,8.0,7661
7.571428571428571,8.0,7662
7.571428571428571,8.0,7663
7.571428571428571,8.0,7664
7.571428571428571,8.0,7665
7.571428571428571,8.0,7666
7.571428571428571,8.0,7667
7.571428571428571,8.0,7668
7.571428571428571,8.0,7669
7.571428571428571,8.0,7670
7.571428571428571,8.0,7671
7.571428571428571,8.0,7672
7.571428571428571,8.0,7673
7.571428571428571,8.0,7674
7.571428571428571,8.0,7675
7.571428571428571,8.0,7676
7.571428571428571,8.0,7677
7.571428571428571,8.0,7678
7.571428571428571,8.0,7679
7.571428571428571,8.0,7680
7.571428571428571,8.0,7681
7.571428571428571,8.0,7682
7.571428571428571,8.0,7683
7.571428571428571,8.0,7684
7.571428571428571,8.0,7685
7.571428571428571,8.0,7686
7.571428571428571,8.0,7687
7.571428571428571,8.0,7688
7.428571428571428,8.0,7689
7.428571428571428,8.0,7690
7.428571428571428,8.0,7691
7.428571428571428,8.0,7692
7.428571428571428,8.0,7693
7.428571428571428,8.0,7694
7.428571428571428,8.0,7695
7.428571428571428,8.0,7696
7.428571428571428,8.0,7697
7.428571428571428,8.0,7698
7.428571428571428,8.0,7699
7.428571428571428,8.0,7700
7.428571428571428,8.0,7701
7.428571428571428,8.0,7702
7.428571428571428,8.0,7703
7.428571428571428,8.0,7704
7.428571428571428,8.0,7705
7.428571428571428,8.0,7706
7.428571428571428,8.0,7707
7.428571428571428,8.0,7708
7.428571428571428,8.0,7709
7.428571428571428,8.0,7710
7.428571428571428,8.0,7711
7.428571428571428,8.0,7712
7.428571428571428,8.0,7713
7.428571428571428,8.0,7714
7.428571428571428,8.0,7715
7.428571428571428,8.0,7716
7.428571428571428,8.0,7717
7.428571428571428,8.0,7718
7.428571428571428,8.0,7719
7.428571428571428,8.0,7720
7.428571428571428,8.0,7721
7.428571428571428,8.0,7722
7.428571428571428,8.0,7723
7.428571428571428,8.0,7724
7.428571428571428,8.0,7725
7.428571428571428,8.0,7726
7.428571428571428,8.0,7727
7.428571428571428,8.0,7728
7.428571428571428,8.0,7729
7.428571428571428,8.0,7730
7.428571428571428,8.0,7731
7.428571428571428,8.0,7732
7.428571428571428,8.0,7733
7.428571428571428,8.0,7734
7.428571428571428,8.0,7735
7.428571428571428,8.0,7736
7.428571428571428,8.0,7737
7.428571428571428,8.0,7738
7.428571428571428,8.0,7739
7.428571428571428,8.0,7740
7.428571428571428,8.0,7741
7.428571428571428,8.0,7742
7.428571428571428,8.0,7743
7.428571428571428,8.0,7744
7.428571428571428,8.0,7745
7.428571428571428,8.0,7746
7.428571428571428,8.0,7747
7.428571428571428,8.0,7748
7.428571428571428,8.0,7749
7.428571428571428,8.0,7750
7.428571428571428,8.0,7751
7.428571428571428,8.0,7752
7.428571428571428,8.0,7753
7.428571428571428,8.0,7754
7.285714285714286,8.0,7755
7.285714285714286,8.0,7756
7.285714285714286,8.0,7757
7.285714285714286,8.0,7758
7.285714285714286,8.0,7759
7.285714285714286,8.0,7760
7.285714285714286,8.0,7761
7.285714285714286,8.0,7762
7.285714285714286,8.0,7763
7.285714285714286,8.0,7764
7.285714285714286,8.0,7765
7.285714285714286,8.0,7766
7.285714285714286,8.0,7767
7.285714285714286,8.0,7768
7.285714285714286,8.0,7769
7.285714285714286,8.0,7770
7.285714285714286,8.0,7771
7.285714285714286,8.0,7772
7.285714285714286,8.0,7773
7.285714285714286,8.0,7774
7.285714285714286,8.0,7775
7.285714285714286,8.0,7776
7.285714285714286,8.0,7777
7.285714285714286,8.0,7778
7.285714285714286,8.0,7779
7.285714285714286,8.0,7780
7.285714285714286,8.0,7781
7.285714285714286,8.0,7782
7.285714285714286,8.0,7783
7.285714285714286,8.0,7784
7.285714285714286,8.0,7785
7.285714285714286,8.0,7786
7.285714285714286,8.0,7787
7.285714285714286,8.0,7788
7.285714285714286,8.0,7789
7.285714285714286,8.0,7790
7.285714285714286,8.0,7791
7.285714285714286,8.0,7792
7.285714285714286,8.0,7793
8.142857142857142,8.0,7794
8.142857142857142,8.0,7795
8.142857142857142,8.0,7796
8.142857142857142,8.0,7797
8.142857142857142,8.0,7798
8.142857142857142,8.0,7799
7.285714285714285,8.0,7800
7.285714285714285,8.0,7801
7.285714285714285,8.0,7802
7.285714285714285,8.0,7803
7.285714285714285,8.0,7804
7.285714285714285,8.0,7805
7.285714285714285,8.0,7806
7.285714285714285,8.0,7807
7.285714285714285,8.0,7808
7.285714285714285,8.0,7809
7.285714285714285,8.0,7810
7.285714285714285,8.0,7811
7.285714285714285,8.0,7812
7.285714285714285,8.0,7813
7.285714285714285,8.0,7814
7.285714285714285,8.0,7815
7.285714285714285,8.0,7816
7.285714285714285,8.0,7817
7.285714285714285,8.0,7818
7.285714285714285,8.0,7819
7.285714285714285,8.0,7820
7.285714285714285,8.0,7821
7.285714285714285,8.0,7822
7.285714285714285,8.0,7823
7.285714285714285,8.0,7824
7.285714285714285,8.0,7825
7.285714285714285,8.0,7826
7.285714285714285,8.0,7827
7.285714285714285,8.0,7828
7.285714285714285,8.0,7829
7.285714285714285,8.0,7830
7.285714285714285,8.0,7831
7.285714285714285,8.0,7832
7.285714285714285,9.0,7833
7.285714285714285,9.0,7834
7.285714285714285,9.0,7835
6.428571428571428,10.0,7836
6.428571428571428,10.0,7837
6.428571428571428,10.0,7838
6.428571428571428,10.0,7839
6.428571428571428,10.0,7840
6.428571428571428,10.0,7841
6.428571428571428,10.0,7842
6.285714285714285,10.0,7843
6.285714285714285,10.0,7844
6.285714285714285,10.0,7845
6.285714285714285,10.0,7846
6.285714285714285,10.0,7847
6.285714285714285,10.0,7848
6.285714285714285,10.0,7849
6.285714285714285,10.0,7850
7.142857142857142,10.0,7851
7.142857142857142,10.0,7852
7.142857142857142,10.0,7853
7.142857142857142,10.0,7854
7.142857142857142,10.0,7855
7.142857142857142,10.0,7856
7.142857142857142,10.0,7857
7.142857142857142,10.0,7858
7.142857142857142,9.0,7859
7.142857142857142,9.0,7860
7.142857142857142,9.0,7861
7.142857142857142,9.0,7862
7.142857142857142,9.0,7863
7.142857142857142,9.0,7864
7.142857142857142,9.0,7865
7.142857142857142,9.0,7866
7.142857142857142,9.0,7867
7.142857142857142,9.0,7868
7.142857142857142,9.0,7869
7.142857142857142,9.0,7870
7.142857142857142,9.0,7871
7.142857142857142,9.0,7872
7.142857142857142,9.0,7873
7.142857142857142,9.0,7874
7.285714285714285,9.0,7875
7.285714285714285,9.0,7876
7.285714285714285,9.0,7877
7.285714285714285,9.0,7878
7.285714285714285,9.0,7879
7.285714285714285,9.0,7880
7.285714285714285,9.0,7881
7.285714285714285,9.0,7882
7.285714285714285,9.0,7883
7.285714285714285,9.0,7884
7.285714285714285,9.0,7885
7.285714285714285,9.0,7886
7.285714285714285,9.0,7887
7.285714285714285,9.0,7888
7.285714285714285,9.0,7889
7.285714285714285,9.0,7890
7.285714285714285,9.0,7891
7.285714285714285,9.0,7892
7.285714285714285,9.0,7893
7.285714285714285,9.0,7894
7.285714285714285,9.0,7895
7.285714285714285,9.0,7896
7.285714285714285,9.0,7897
7.285714285714285,9.0,7898
7.285714285714285,9.0,7899
7.285714285714285,9.0,7900
7.285714285714285,9.0,7901
7.285714285714285,9.0,7902
7.285714285714285,9.0,7903
7.285714285714285,9.0,7904
7.285714285714285,9.0,7905
7.285714285714285,9.0,7906
7.285714285714285,9.0,7907
7.285714285714285,9.0,7908
7.285714285714285,9.0,7909
7.285714285714285,9.0,7910
7.285714285714285,9.0,7911
7.285714285714285,9.0,7912
7.285714285714285,9.0,7913
7.285714285714285,9.0,7914
7.285714285714285,9.0,7915
7.285714285714285,9.0,7916
7.285714285714285,9.0,7917
7.285714285714285,9.0,7918
7.285714285714285,9.0,7919
7.285714285714285,9.0,7920
7.285714285714285,9.0,7921
7.285714285714285,9.0,7922
7.285714285714285,9.0,7923
7.285714285714285,9.0,7924
7.285714285714285,9.0,7925
7.285714285714285,9.0,7926
7.285714285714285,9.0,7927
7.285714285714285,9.0,7928
7.285714285714285,9.0,7929
7.285714285714285,9.0,7930
7.285714285714285,9.0,7931
7.285714285714285,9.0,7932
7.285714285714285,9.0,7933
7.285714285714285,9.0,7934
7.285714285714285,9.0,7935
7.285714285714285,9.0,7936
7.285714285714285,9.0,7937
7.285714285714285,9.0,7938
7.285714285714285,9.0,7939
7.285714285714285,9.0,7940
7.285714285714285,9.0,7941
7.285714285714285,9.0,7942
7.285714285714285,9.0,7943
7.285714285714285,9.0,7944
7.285714285714285,9.0,7945
7.285714285714285,9.0,7946
7.285714285714285,9.0,7947
7.285714285714285,9.0,7948
7.285714285714285,9.0,7949
7.285714285714285,9.0,7950
7.285714285714285,9.0,7951
7.285714285714285,9.0,7952
7.285714285714285,9.0,7953
7.285714285714285,9.0,7954
7.285714285714285,9.0,7955
7.285714285714285,9.0,7956
7.285714285714285,9.0,7957
7.285714285714285,9.0,7958
7.285714285714285,9.0,7959
7.285714285714285,9.0,7960
7.285714285714285,9.0,7961
7.285714285714285,9.0,7962
7.285714285714285,9.0,7963
7.285714285714285,9.0,7964
7.285714285714285,9.0,7965
7.285714285714285,9.0,7966
7.285714285714285,9.0,7967
7.285714285714285,9.0,7968
7.285714285714285,9.0,7969
7.285714285714285,9.0,7970
7.285714285714285,9.0,7971
7.285714285714285,9.0,7972
7.285714285714285,9.0,7973
7.285714285714285,9.0,7974
7.285714285714285,9.0,7975
7.285714285714285,9.0,7976
7.285714285714285,9.0,7977
7.285714285714285,9.0,7978
7.285714285714285,9.0,7979
7.285714285714285,9.0,7980
7.285714285714285,9.0,7981
7.285714285714285,9.0,7982
7.285714285714285,9.0,7983
7.285714285714285,9.0,7984
7.285714285714285,9.0,7985
7.285714285714285,9.0,7986
7.285714285714285,9.0,7987
7.285714285714285,9.0,7988
7.285714285714285,9.0,7989
7.285714285714285,9.0,7990
7.285714285714285,9.0,7991
7.285714285714285,9.0,7992
7.285714285714285,9.0,7993
7.285714285714285,9.0,7994
7.285714285714285,9.0,7995
6.428571428571428,9.0,7996
6.428571428571428,9.0,7997
6.428571428571428,9.0,7998
6.428571428571428,9.0,7999
6.428571428571428,9.0,8000
6.428571428571428,9.0,8001
6.428571428571428,9.0,8002
6.428571428571428,9.0,8003
6.428571428571428,9.0,8004
6.428571428571428,9.0,8005
6.428571428571428,9.0,8006
6.428571428571428,9.0,8007
6.428571428571428,9.0,8008
6.428571428571428,9.0,8009
6.428571428571428,9.0,8010
6.285714285714285,9.0,8011
6.285714285714285,9.0,8012
6.285714285714285,9.0,8013
6.285714285714285,9.0,8014
6.285714285714285,9.0,8015
6.285714285714285,9.0,8016
6.285714285714285,9.0,8017
6.285714285714285,9.0,8018
6.285714285714285,9.0,8019
6.285714285714285,9.0,8020
6.285714285714285,9.0,8021
6.285714285714285,9.0,8022
6.285714285714285,9.0,8023
6.285714285714285,9.0,8024
6.285714285714285,9.0,8025
6.285714285714285,9.0,8026
6.285714285714285,9.0,8027
6.285714285714285,9.0,8028
6.285714285714285,9.0,8029
6.285714285714285,9.0,8030
6.285714285714285,9.0,8031
6.285714285714285,9.0,8032
6.285714285714285,9.0,8033
6.285714285714285,9.0,8034
6.285714285714285,9.0,8035
6.285714285714285,9.0,8036
6.285714285714285,9.0,8037
6.285714285714285,9.0,8038
6.285714285714285,9.0,8039
6.285714285714285,9.0,8040
6.285714285714285,9.0,8041
6.285714285714285,9.0,8042
6.285714285714285,9.0,8043
6.285714285714285,9.0,8044
6.285714285714285,9.0,8045
6.285714285714285,9.0,8046
6.285714285714285,9.0,8047
6.285714285714285,9.0,8048
6.285714285714285,9.0,8049
6.285714285714285,9.0,8050
6.285714285714285,9.0,8051
6.285714285714285,9.0,8052
6.285714285714285,9.0,8053
6.285714285714285,9.0,8054
6.285714285714285,9.0,8055
6.285714285714285,9.0,8056
6.285714285714285,9.0,8057
6.285714285714285,9.0,8058
6.285714285714285,9.0,8059
5.428571428571428,9.0,8060
5.428571428571428,9.0,8061
5.428571428571428,9.0,8062
5.428571428571428,9.0,8063
5.428571428571428,9.0,8064
5.428571428571428,9.0,8065
5.428571428571428,9.0,8066
5.428571428571428,9.0,8067
5.428571428571428,9.0,8068
5.428571428571428,9.0,8069
5.428571428571428,9.0,8070
5.428571428571428,9.0,8071
5.428571428571428,9.0,8072
5.428571428571428,9.0,8073
5.428571428571428,9.0,8074
5.428571428571428,9.0,8075
5.428571428571428,9.0,8076
5.428571428571428,9.0,8077
5.428571428571428,9.0,8078
5.428571428571428,9.0,8079
5.428571428571428,9.0,8080
5.428571428571428,9.0,8081
5.428571428571428,9.0,8082
5.428571428571428,9.0,8083
5.428571428571428,9.0,8084
5.428571428571428,9.0,8085
5.428571428571428,9.0,8086
5.428571428571428,9.0,8087
5.428571428571428,9.0,8088
5.428571428571428,9.0,8089
5.428571428571428,9.0,8090
5.428571428571428,9.0,8091
5.428571428571428,9.0,8092
5.428571428571428,9.0,8093
5.428571428571428,9.0,8094
5.428571428571428,9.0,8095
5.428571428571428,9.0,8096
5.428571428571428,9.0,8097
5.428571428571428,9.0,8098
5.428571428571428,9.0,8099
5.428571428571428,9.0,8100
5.428571428571428,9.0,8101
5.428571428571428,9.0,8102
5.428571428571428,9.0,8103
5.428571428571428,9.0,8104
5.428571428571428,9.0,8105
5.428571428571428,9.0,8106
5.428571428571428,9.0,8107
5.428571428571428,9.0,8108
5.428571428571428,9.0,8109
5.428571428571428,9.0,8110
5.428571428571428,9.0,8111
4.571428571428571,9.0,8112
4.571428571428571,9.0,8113
4.571428571428571,9.0,8114
4.571428571428571,9.0,8115
4.571428571428571,9.0,8116
4.571428571428571,9.0,8117
4.571428571428571,9.0,8118
4.571428571428571,9.0,8119
4.571428571428571,9.0,8120
4.571428571428571,9.0,8121
4.571428571428571,9.0,8122
4.571428571428571,9.0,8123
4.571428571428571,9.0,8124
4.571428571428571,9.0,8125
4.571428571428571,9.0,8126
4.571428571428571,9.0,8127
4.571428571428571,9.0,8128
4.571428571428571,9.0,8129
4.571428571428571,9.0,8130
4.571428571428571,9.0,8131
4.571428571428571,8.0,8132
4.571428571428571,8.0,8133
4.571428571428571,8.0,8134
4.571428571428571,7.0,8135
4.571428571428571,7.0,8136
4.571428571428571,7.0,8137
4.571428571428571,7.0,8138
4.571428571428571,7.0,8139
4.571428571428571,7.0,8140
4.571428571428571,7.0,8141
4.571428571428571,7.0,8142
4.571428571428571,7.0,8143
4.571428571428571,7.0,8144
4.571428571428571,7.0,8145
4.571428571428571,7.0,8146
