FUS,TAF15,EWSR1,NEAT1_position
5.0,8.0,12.571428571428571,2943
5.0,8.0,12.571428571428571,2944
5.0,8.0,12.571428571428571,2945
5.0,8.0,12.571428571428571,2946
5.0,8.0,12.571428571428571,2947
5.0,8.0,12.571428571428571,2948
5.0,8.0,12.571428571428571,2949
4.0,8.0,12.428571428571427,2950
4.0,8.0,12.428571428571427,2951
4.0,8.0,11.571428571428571,2952
4.0,8.0,11.571428571428571,2953
4.0,8.0,11.571428571428571,2954
4.0,8.0,11.571428571428571,2955
4.0,8.0,11.571428571428571,2956
4.0,8.0,11.571428571428571,2957
4.0,8.0,11.571428571428571,2958
4.0,8.0,11.571428571428571,2959
4.0,8.0,11.571428571428571,2960
4.0,7.0,11.571428571428571,2961
4.0,7.0,11.571428571428571,2962
4.0,7.0,11.571428571428571,2963
4.0,7.0,11.571428571428571,2964
4.0,7.0,11.571428571428571,2965
4.0,7.0,11.571428571428571,2966
4.0,7.0,11.571428571428571,2967
4.0,7.0,11.571428571428571,2968
4.0,7.0,11.571428571428571,2969
4.0,7.0,11.571428571428571,2970
4.0,7.0,11.571428571428571,2971
4.0,7.0,11.571428571428571,2972
4.0,7.0,11.571428571428571,2973
4.0,7.0,11.571428571428571,2974
4.0,7.0,11.571428571428571,2975
4.0,7.0,11.571428571428571,2976
4.0,7.0,11.571428571428571,2977
4.0,7.0,11.571428571428571,2978
4.0,7.0,11.571428571428571,2979
4.0,7.0,11.571428571428571,2980
4.0,7.0,11.571428571428571,2981
4.0,7.0,11.571428571428571,2982
4.0,7.0,11.571428571428571,2983
4.0,7.0,11.571428571428571,2984
4.0,7.0,11.571428571428571,2985
4.0,7.0,11.571428571428571,2986
4.0,7.0,11.571428571428571,2987
4.0,7.0,11.571428571428571,2988
4.0,7.0,11.571428571428571,2989
4.0,7.0,11.571428571428571,2990
4.0,7.0,11.571428571428571,2991
4.0,7.0,11.571428571428571,2992
4.0,7.0,11.571428571428571,2993
4.0,7.0,11.571428571428571,2994
4.0,7.0,11.571428571428571,2995
4.0,7.0,11.571428571428571,2996
4.0,8.0,11.571428571428571,2997
4.0,8.0,11.571428571428571,2998
4.0,8.0,11.571428571428571,2999
4.0,8.0,11.571428571428571,3000
4.0,8.0,11.571428571428571,3001
4.0,8.0,11.571428571428571,3002
4.0,8.0,11.571428571428571,3003
4.0,8.0,11.571428571428571,3004
4.0,8.0,11.571428571428571,3005
4.0,8.0,11.571428571428571,3006
4.0,8.0,11.571428571428571,3007
4.0,8.0,11.571428571428571,3008
4.0,8.0,11.571428571428571,3009
4.0,8.0,11.571428571428571,3010
4.0,8.0,11.571428571428571,3011
4.0,8.0,11.571428571428571,3012
4.0,8.0,11.571428571428571,3013
4.0,8.0,11.571428571428571,3014
4.0,8.0,11.571428571428571,3015
4.0,8.0,11.571428571428571,3016
4.0,8.0,11.571428571428571,3017
4.0,8.0,10.714285714285714,3018
4.0,7.0,10.714285714285714,3019
4.0,7.0,10.714285714285714,3020
4.0,7.0,10.571428571428571,3021
4.0,7.0,10.571428571428571,3022
4.0,7.0,10.571428571428571,3023
5.0,7.0,10.571428571428571,3024
5.0,7.0,10.428571428571427,3025
5.0,7.0,10.428571428571427,3026
5.0,7.0,10.428571428571427,3027
5.0,7.0,10.428571428571427,3028
5.0,7.0,10.428571428571427,3029
5.0,7.0,10.428571428571427,3030
5.0,7.0,10.428571428571427,3031
5.0,7.0,10.428571428571427,3032
5.0,7.0,10.428571428571427,3033
5.0,7.0,10.428571428571427,3034
5.0,7.0,10.428571428571427,3035
5.0,7.0,10.428571428571427,3036
5.0,7.0,10.428571428571427,3037
5.0,7.0,10.428571428571427,3038
5.0,7.0,10.428571428571427,3039
5.0,7.0,10.428571428571427,3040
5.0,7.0,10.428571428571427,3041
5.0,7.0,10.428571428571427,3042
5.0,7.0,10.428571428571427,3043
5.0,7.0,10.428571428571427,3044
5.0,7.0,9.571428571428571,3045
5.0,7.0,9.571428571428571,3046
5.0,7.0,9.571428571428571,3047
5.0,7.0,9.428571428571429,3048
5.0,7.0,9.428571428571429,3049
5.0,7.0,9.428571428571429,3050
5.0,7.0,9.428571428571429,3051
5.0,7.0,9.428571428571429,3052
5.0,7.0,9.428571428571429,3053
5.0,7.0,9.428571428571429,3054
5.0,7.0,9.428571428571429,3055
5.0,7.0,9.428571428571429,3056
5.0,7.0,9.428571428571429,3057
5.0,7.0,9.428571428571429,3058
5.0,7.0,9.428571428571429,3059
5.0,7.0,9.428571428571429,3060
5.0,7.0,9.428571428571429,3061
5.0,7.0,10.285714285714286,3062
5.0,7.0,11.142857142857142,3063
5.0,8.0,11.142857142857142,3064
5.0,8.0,11.142857142857142,3065
5.0,8.0,11.142857142857142,3066
5.0,8.0,11.142857142857142,3067
5.0,8.0,11.142857142857142,3068
5.0,8.0,11.142857142857142,3069
5.0,8.0,11.142857142857142,3070
5.0,8.0,11.142857142857142,3071
5.0,8.0,11.142857142857142,3072
5.0,8.0,11.142857142857142,3073
5.0,8.0,11.142857142857142,3074
5.0,8.0,11.142857142857142,3075
5.0,8.0,11.142857142857142,3076
5.0,8.0,11.142857142857142,3077
5.0,8.0,11.142857142857142,3078
5.0,8.0,11.142857142857142,3079
5.0,8.0,11.142857142857142,3080
5.0,8.0,11.142857142857142,3081
5.0,8.0,11.142857142857142,3082
5.0,8.0,11.142857142857142,3083
5.0,8.0,11.142857142857142,3084
5.0,8.0,11.142857142857142,3085
5.0,8.0,11.142857142857142,3086
5.0,8.0,11.142857142857142,3087
5.0,8.0,11.142857142857142,3088
5.0,8.0,11.142857142857142,3089
5.0,8.0,11.142857142857142,3090
5.0,8.0,11.142857142857142,3091
5.0,8.0,11.142857142857142,3092
5.0,8.0,11.142857142857142,3093
5.0,8.0,11.142857142857142,3094
5.0,8.0,11.142857142857142,3095
5.0,8.0,11.142857142857142,3096
5.0,8.0,11.142857142857142,3097
5.0,8.0,11.142857142857142,3098
5.0,8.0,11.142857142857142,3099
5.0,8.0,11.142857142857142,3100
5.0,8.0,11.142857142857142,3101
5.0,8.0,11.142857142857142,3102
5.0,8.0,11.142857142857142,3103
5.0,8.0,11.142857142857142,3104
5.0,8.0,11.142857142857142,3105
5.0,8.0,11.142857142857142,3106
5.0,8.0,11.142857142857142,3107
5.0,8.0,11.142857142857142,3108
5.0,8.0,11.142857142857142,3109
5.0,8.0,11.142857142857142,3110
5.0,8.0,11.142857142857142,3111
5.0,8.0,11.142857142857142,3112
5.0,8.0,11.142857142857142,3113
5.0,8.0,11.142857142857142,3114
5.0,8.0,11.142857142857142,3115
5.0,8.0,11.142857142857142,3116
5.0,8.0,11.142857142857142,3117
5.0,8.0,11.142857142857142,3118
5.0,8.0,10.999999999999998,3119
5.0,8.0,10.999999999999998,3120
5.0,8.0,10.999999999999998,3121
5.0,8.0,10.999999999999998,3122
5.0,8.0,10.999999999999998,3123
5.0,8.0,10.999999999999998,3124
5.0,8.0,10.999999999999998,3125
5.0,8.0,10.999999999999998,3126
5.0,8.0,10.999999999999998,3127
5.0,8.0,10.999999999999998,3128
5.0,8.0,10.999999999999998,3129
5.0,8.0,10.999999999999998,3130
5.0,8.0,10.999999999999998,3131
5.0,8.0,10.999999999999998,3132
5.0,8.0,10.999999999999998,3133
5.0,8.0,10.999999999999998,3134
5.0,8.0,10.999999999999998,3135
5.0,8.0,10.999999999999998,3136
5.0,7.0,10.999999999999998,3137
5.0,7.0,10.999999999999998,3138
5.0,7.0,10.999999999999998,3139
5.0,7.0,10.999999999999998,3140
5.0,7.0,10.999999999999998,3141
5.0,7.0,10.999999999999998,3142
5.0,7.0,10.999999999999998,3143
5.0,7.0,10.999999999999998,3144
5.0,7.0,10.999999999999998,3145
5.0,7.0,10.999999999999998,3146
5.0,7.0,10.999999999999998,3147
5.0,7.0,10.999999999999998,3148
5.0,7.0,10.999999999999998,3149
5.0,7.0,10.999999999999998,3150
5.0,7.0,10.999999999999998,3151
5.0,7.0,10.999999999999998,3152
5.0,7.0,10.999999999999998,3153
5.0,7.0,10.999999999999998,3154
5.0,7.0,10.999999999999998,3155
5.0,7.0,10.999999999999998,3156
5.0,7.0,10.999999999999998,3157
5.0,7.0,10.999999999999998,3158
5.0,7.0,10.999999999999998,3159
5.0,7.0,10.999999999999998,3160
5.0,7.0,10.999999999999998,3161
5.0,7.0,10.999999999999998,3162
5.0,7.0,10.999999999999998,3163
5.0,7.0,10.999999999999998,3164
5.0,7.0,10.999999999999998,3165
5.0,7.0,10.999999999999998,3166
5.0,7.0,10.999999999999998,3167
5.0,7.0,10.999999999999998,3168
5.0,7.0,10.999999999999998,3169
5.0,7.0,10.999999999999998,3170
5.0,7.0,10.999999999999998,3171
5.0,7.0,10.999999999999998,3172
5.0,7.0,10.999999999999998,3173
5.0,7.0,10.999999999999998,3174
5.0,7.0,10.999999999999998,3175
5.0,6.0,10.999999999999998,3176
5.0,6.0,10.999999999999998,3177
5.0,6.0,10.999999999999998,3178
5.0,6.0,10.999999999999998,3179
5.0,6.0,10.999999999999998,3180
5.0,6.0,10.999999999999998,3181
5.0,6.0,10.999999999999998,3182
5.0,6.0,10.999999999999998,3183
5.0,6.0,10.999999999999998,3184
5.0,6.0,10.999999999999998,3185
5.0,6.0,10.999999999999998,3186
5.0,6.0,10.999999999999998,3187
5.0,6.0,10.999999999999998,3188
5.0,6.0,10.999999999999998,3189
5.0,6.0,10.999999999999998,3190
5.0,6.0,10.999999999999998,3191
5.0,6.0,10.999999999999998,3192
5.0,6.0,10.999999999999998,3193
5.0,6.0,10.999999999999998,3194
5.0,6.0,10.999999999999998,3195
5.0,6.0,10.999999999999998,3196
5.0,6.0,10.999999999999998,3197
5.0,6.0,10.999999999999998,3198
5.0,6.0,10.999999999999998,3199
5.0,6.0,10.999999999999998,3200
5.0,6.0,10.999999999999998,3201
5.0,6.0,10.999999999999998,3202
5.0,6.0,10.999999999999998,3203
5.0,6.0,10.999999999999998,3204
5.0,6.0,10.999999999999998,3205
5.0,6.0,10.999999999999998,3206
5.0,6.0,10.999999999999998,3207
5.0,6.0,10.999999999999998,3208
5.0,6.0,10.999999999999998,3209
5.0,6.0,10.999999999999998,3210
5.0,6.0,10.999999999999998,3211
5.0,6.0,10.999999999999998,3212
5.0,6.0,10.999999999999998,3213
5.0,6.0,10.999999999999998,3214
5.0,6.0,10.999999999999998,3215
5.0,6.0,10.999999999999998,3216
5.0,6.0,10.999999999999998,3217
5.0,6.0,10.999999999999998,3218
5.0,6.0,10.999999999999998,3219
5.0,6.0,10.999999999999998,3220
5.0,6.0,10.999999999999998,3221
5.0,6.0,10.999999999999998,3222
5.0,6.0,10.999999999999998,3223
5.0,6.0,10.999999999999998,3224
5.0,6.0,10.999999999999998,3225
5.0,6.0,10.999999999999998,3226
5.0,6.0,10.999999999999998,3227
5.0,6.0,10.999999999999998,3228
5.0,6.0,10.999999999999998,3229
5.0,6.0,10.999999999999998,3230
5.0,6.0,10.999999999999998,3231
5.0,6.0,10.999999999999998,3232
5.0,6.0,10.999999999999998,3233
5.0,6.0,10.142857142857142,3234
5.0,5.0,10.142857142857142,3235
5.0,5.0,10.142857142857142,3236
5.0,5.0,10.142857142857142,3237
5.0,5.0,10.142857142857142,3238
5.0,5.0,10.142857142857142,3239
5.0,5.0,10.142857142857142,3240
5.0,5.0,10.142857142857142,3241
5.0,5.0,10.142857142857142,3242
5.0,5.0,10.142857142857142,3243
5.0,5.0,10.142857142857142,3244
5.0,5.0,10.142857142857142,3245
5.0,5.0,10.142857142857142,3246
5.0,5.0,10.142857142857142,3247
5.0,5.0,10.142857142857142,3248
5.0,5.0,10.142857142857142,3249
5.0,4.0,10.142857142857142,3250
5.0,4.0,10.142857142857142,3251
5.0,4.0,9.285714285714285,3252
5.0,4.0,9.285714285714285,3253
5.0,4.0,9.285714285714285,3254
5.0,4.0,9.285714285714285,3255
5.0,4.0,9.285714285714285,3256
5.0,4.0,9.285714285714285,3257
5.0,4.0,9.285714285714285,3258
5.0,4.0,9.285714285714285,3259
5.0,4.0,9.285714285714285,3260
5.0,4.0,9.285714285714285,3261
5.0,4.0,9.285714285714285,3262
5.0,4.0,9.285714285714285,3263
5.0,4.0,9.285714285714285,3264
5.0,4.0,9.285714285714285,3265
5.0,4.0,9.285714285714285,3266
5.0,4.0,9.285714285714285,3267
5.0,4.0,9.285714285714285,3268
5.0,4.0,9.285714285714285,3269
5.0,4.0,9.285714285714285,3270
5.0,4.0,9.285714285714285,3271
5.0,4.0,9.285714285714285,3272
5.0,4.0,9.285714285714285,3273
5.0,4.0,9.285714285714285,3274
5.0,4.0,9.285714285714285,3275
5.0,4.0,9.285714285714285,3276
5.0,4.0,9.285714285714285,3277
5.0,4.0,9.285714285714285,3278
5.0,4.0,9.285714285714285,3279
5.0,4.0,9.285714285714285,3280
5.0,4.0,9.285714285714285,3281
5.0,4.0,9.285714285714285,3282
5.0,4.0,9.285714285714285,3283
5.0,4.0,9.285714285714285,3284
5.0,4.0,9.285714285714285,3285
5.0,4.0,9.285714285714285,3286
5.0,4.0,9.285714285714285,3287
5.0,4.0,9.285714285714285,3288
5.0,4.0,9.285714285714285,3289
5.0,4.0,9.285714285714285,3290
5.0,4.0,9.285714285714285,3291
5.0,4.0,9.285714285714285,3292
5.0,4.0,9.285714285714285,3293
5.0,4.0,9.285714285714285,3294
5.0,4.0,9.285714285714285,3295
5.0,4.0,9.285714285714285,3296
5.0,4.0,9.285714285714285,3297
5.0,4.0,9.285714285714285,3298
5.0,4.0,9.285714285714285,3299
5.0,4.0,9.285714285714285,3300
5.0,4.0,9.285714285714285,3301
5.0,4.0,9.285714285714285,3302
5.0,4.0,9.285714285714285,3303
5.0,4.0,9.285714285714285,3304
5.0,4.0,9.285714285714285,3305
5.0,4.0,9.285714285714285,3306
5.0,4.0,9.285714285714285,3307
5.0,4.0,9.285714285714285,3308
5.0,4.0,9.285714285714285,3309
5.0,4.0,9.285714285714285,3310
5.0,4.0,9.285714285714285,3311
5.0,4.0,9.285714285714285,3312
5.0,4.0,9.285714285714285,3313
5.0,4.0,9.285714285714285,3314
5.0,4.0,9.285714285714285,3315
5.0,4.0,9.285714285714285,3316
5.0,4.0,9.285714285714285,3317
5.0,4.0,9.285714285714285,3318
5.0,4.0,9.285714285714285,3319
5.0,4.0,9.285714285714285,3320
5.0,4.0,9.285714285714285,3321
5.0,4.0,9.285714285714285,3322
5.0,4.0,9.285714285714285,3323
5.0,4.0,9.285714285714285,3324
5.0,4.0,9.285714285714285,3325
5.0,4.0,9.285714285714285,3326
5.0,4.0,9.285714285714285,3327
5.0,4.0,9.285714285714285,3328
5.0,4.0,9.285714285714285,3329
5.0,4.0,9.285714285714285,3330
5.0,4.0,9.285714285714285,3331
5.0,4.0,9.285714285714285,3332
5.0,4.0,9.285714285714285,3333
5.0,4.0,9.285714285714285,3334
5.0,4.0,9.285714285714285,3335
5.0,4.0,9.285714285714285,3336
5.0,4.0,9.285714285714285,3337
5.0,4.0,9.285714285714285,3338
5.0,4.0,9.285714285714285,3339
5.0,4.0,9.285714285714285,3340
5.0,4.0,9.285714285714285,3341
5.0,4.0,9.285714285714285,3342
5.0,4.0,9.285714285714285,3343
5.0,4.0,9.285714285714285,3344
5.0,4.0,9.285714285714285,3345
5.0,4.0,9.285714285714285,3346
5.0,4.0,9.285714285714285,3347
5.0,4.0,9.285714285714285,3348
5.0,4.0,9.285714285714285,3349
5.0,4.0,9.285714285714285,3350
5.0,4.0,9.285714285714285,3351
5.0,4.0,9.285714285714285,3352
5.0,4.0,9.285714285714285,3353
5.0,4.0,9.285714285714285,3354
5.0,4.0,9.285714285714285,3355
5.0,4.0,9.285714285714285,3356
5.0,4.0,9.285714285714285,3357
5.0,4.0,9.285714285714285,3358
5.0,4.0,9.285714285714285,3359
5.0,4.0,9.285714285714285,3360
5.0,5.0,9.285714285714285,3361
5.0,5.0,9.285714285714285,3362
5.0,5.0,9.285714285714285,3363
5.0,5.0,9.285714285714285,3364
5.0,5.0,9.285714285714285,3365
5.0,5.0,9.285714285714285,3366
5.0,5.0,9.285714285714285,3367
5.0,5.0,9.285714285714285,3368
5.0,5.0,9.285714285714285,3369
5.0,5.0,9.285714285714285,3370
5.0,5.0,9.285714285714285,3371
5.0,5.0,9.285714285714285,3372
5.0,5.0,9.285714285714285,3373
5.0,5.0,9.285714285714285,3374
5.0,5.0,9.285714285714285,3375
5.0,5.0,9.285714285714285,3376
5.0,5.0,9.285714285714285,3377
5.0,5.0,9.285714285714285,3378
5.0,5.0,9.285714285714285,3379
5.0,5.0,9.285714285714285,3380
5.0,5.0,9.285714285714285,3381
5.0,5.0,9.285714285714285,3382
5.0,5.0,9.285714285714285,3383
5.0,5.0,9.285714285714285,3384
5.0,5.0,9.285714285714285,3385
5.0,5.0,9.285714285714285,3386
5.0,5.0,9.285714285714285,3387
5.0,5.0,9.285714285714285,3388
5.0,5.0,9.285714285714285,3389
5.0,5.0,9.285714285714285,3390
5.0,5.0,9.285714285714285,3391
5.0,5.0,9.285714285714285,3392
5.0,5.0,9.285714285714285,3393
5.0,5.0,9.285714285714285,3394
5.0,5.0,9.285714285714285,3395
5.0,5.0,9.285714285714285,3396
5.0,5.0,9.285714285714285,3397
5.0,5.0,8.428571428571427,3398
5.0,5.0,8.428571428571427,3399
5.0,5.0,8.428571428571427,3400
5.0,5.0,8.428571428571427,3401
5.0,5.0,8.428571428571427,3402
5.0,5.0,8.428571428571427,3403
5.0,5.0,8.428571428571427,3404
5.0,5.0,8.428571428571427,3405
5.0,5.0,8.428571428571427,3406
5.0,5.0,8.428571428571427,3407
5.0,5.0,8.428571428571427,3408
5.0,5.0,8.428571428571427,3409
5.0,5.0,8.428571428571427,3410
5.0,5.0,8.428571428571427,3411
5.0,5.0,8.428571428571427,3412
5.0,5.0,8.428571428571427,3413
5.0,5.0,8.428571428571427,3414
5.0,5.0,8.428571428571427,3415
5.0,5.0,8.428571428571427,3416
5.0,5.0,8.571428571428571,3417
5.0,6.0,8.571428571428571,3418
5.0,6.0,8.571428571428571,3419
5.0,6.0,8.571428571428571,3420
5.0,7.0,8.571428571428571,3421
5.0,7.0,8.571428571428571,3422
5.0,7.0,8.571428571428571,3423
5.0,7.0,8.714285714285714,3424
5.0,7.0,8.714285714285714,3425
6.0,7.0,8.714285714285714,3426
6.0,7.0,9.571428571428571,3427
6.0,8.0,10.428571428571427,3428
6.0,8.0,10.428571428571427,3429
6.0,8.0,10.571428571428571,3430
6.0,8.0,10.571428571428571,3431
6.0,8.0,11.428571428571427,3432
6.0,8.0,11.428571428571427,3433
6.0,8.0,11.428571428571427,3434
6.0,8.0,11.428571428571427,3435
6.0,8.0,11.428571428571427,3436
6.0,8.0,11.428571428571427,3437
6.0,8.0,11.428571428571427,3438
6.0,8.0,11.428571428571427,3439
6.0,8.0,11.428571428571427,3440
6.0,8.0,11.428571428571427,3441
6.0,8.0,11.428571428571427,3442
6.0,8.0,11.428571428571427,3443
7.0,8.0,11.428571428571427,3444
7.0,8.0,11.428571428571427,3445
7.0,8.0,11.428571428571427,3446
7.0,8.0,11.428571428571427,3447
7.0,8.0,11.428571428571427,3448
7.0,8.0,11.428571428571427,3449
7.0,8.0,11.428571428571427,3450
7.0,8.0,11.428571428571427,3451
7.0,8.0,11.428571428571427,3452
7.0,8.0,11.428571428571427,3453
7.0,8.0,11.428571428571427,3454
7.0,8.0,11.428571428571427,3455
7.0,8.0,11.428571428571427,3456
7.0,8.0,11.428571428571427,3457
7.0,8.0,11.428571428571427,3458
7.0,8.0,11.428571428571427,3459
7.0,8.0,11.428571428571427,3460
7.0,8.0,11.428571428571427,3461
7.0,8.0,11.428571428571427,3462
7.0,8.0,11.428571428571427,3463
7.0,8.0,11.428571428571427,3464
7.0,8.0,11.428571428571427,3465
7.0,8.0,11.428571428571427,3466
7.0,8.0,11.428571428571427,3467
7.0,8.0,11.428571428571427,3468
7.0,8.0,11.428571428571427,3469
7.0,8.0,11.428571428571427,3470
7.0,8.0,11.428571428571427,3471
7.0,8.0,11.428571428571427,3472
7.0,8.0,11.428571428571427,3473
7.0,8.0,11.428571428571427,3474
7.0,8.0,11.428571428571427,3475
7.0,8.0,11.428571428571427,3476
7.0,8.0,11.428571428571427,3477
7.0,8.0,11.428571428571427,3478
7.0,8.0,11.428571428571427,3479
7.0,8.0,11.428571428571427,3480
7.0,8.0,11.428571428571427,3481
7.0,8.0,11.428571428571427,3482
7.0,8.0,11.428571428571427,3483
7.0,8.0,11.428571428571427,3484
7.0,8.0,11.428571428571427,3485
7.0,8.0,11.428571428571427,3486
7.0,8.0,11.428571428571427,3487
7.0,8.0,11.428571428571427,3488
7.0,8.0,11.428571428571427,3489
7.0,8.0,11.428571428571427,3490
7.0,8.0,11.428571428571427,3491
7.0,8.0,11.428571428571427,3492
7.0,8.0,11.428571428571427,3493
7.0,8.0,11.428571428571427,3494
7.0,8.0,11.428571428571427,3495
7.0,8.0,11.428571428571427,3496
7.0,8.0,11.428571428571427,3497
7.0,8.0,12.285714285714285,3498
7.0,9.0,12.285714285714285,3499
7.0,9.0,12.285714285714285,3500
7.0,9.0,12.285714285714285,3501
7.0,9.0,12.285714285714285,3502
7.0,9.0,12.285714285714285,3503
7.0,9.0,12.285714285714285,3504
7.0,9.0,12.285714285714285,3505
7.0,9.0,12.285714285714285,3506
8.0,9.0,12.428571428571427,3507
8.0,9.0,12.428571428571427,3508
8.0,9.0,12.428571428571427,3509
8.0,9.0,12.428571428571427,3510
9.0,10.0,12.428571428571427,3511
9.0,10.0,12.428571428571427,3512
9.0,10.0,12.428571428571427,3513
9.0,10.0,12.428571428571427,3514
9.0,10.0,12.428571428571427,3515
9.0,10.0,12.571428571428571,3516
9.0,10.0,12.571428571428571,3517
9.0,10.0,13.428571428571427,3518
9.0,10.0,13.428571428571427,3519
9.0,10.0,13.428571428571427,3520
9.0,10.0,13.428571428571427,3521
9.0,10.0,13.428571428571427,3522
9.0,10.0,13.428571428571427,3523
9.0,10.0,13.428571428571427,3524
9.0,10.0,13.428571428571427,3525
9.0,10.0,13.428571428571427,3526
9.0,10.0,13.428571428571427,3527
9.0,10.0,13.428571428571427,3528
9.0,10.0,13.428571428571427,3529
9.0,10.0,13.428571428571427,3530
9.0,10.0,13.428571428571427,3531
9.0,10.0,13.428571428571427,3532
9.0,10.0,13.428571428571427,3533
9.0,10.0,13.428571428571427,3534
9.0,10.0,13.428571428571427,3535
9.0,10.0,13.428571428571427,3536
9.0,10.0,13.428571428571427,3537
9.0,10.0,13.428571428571427,3538
9.0,10.0,13.428571428571427,3539
9.0,10.0,13.428571428571427,3540
9.0,10.0,13.428571428571427,3541
9.0,10.0,13.428571428571427,3542
9.0,10.0,13.428571428571427,3543
9.0,10.0,13.428571428571427,3544
9.0,10.0,13.428571428571427,3545
9.0,10.0,13.428571428571427,3546
9.0,10.0,13.428571428571427,3547
9.0,10.0,13.428571428571427,3548
9.0,10.0,13.428571428571427,3549
9.0,10.0,13.428571428571427,3550
9.0,10.0,13.428571428571427,3551
9.0,10.0,13.428571428571427,3552
9.0,10.0,13.428571428571427,3553
9.0,10.0,13.428571428571427,3554
9.0,10.0,13.428571428571427,3555
9.0,10.0,13.428571428571427,3556
9.0,10.0,13.428571428571427,3557
9.0,10.0,13.428571428571427,3558
9.0,10.0,13.428571428571427,3559
9.0,10.0,13.428571428571427,3560
9.0,10.0,13.428571428571427,3561
9.0,10.0,13.428571428571427,3562
9.0,10.0,13.428571428571427,3563
9.0,10.0,13.428571428571427,3564
9.0,10.0,13.428571428571427,3565
9.0,10.0,13.428571428571427,3566
9.0,10.0,13.428571428571427,3567
9.0,10.0,13.428571428571427,3568
9.0,10.0,13.428571428571427,3569
9.0,10.0,13.428571428571427,3570
9.0,10.0,13.428571428571427,3571
9.0,10.0,13.428571428571427,3572
9.0,10.0,13.428571428571427,3573
9.0,10.0,13.428571428571427,3574
9.0,10.0,13.428571428571427,3575
9.0,10.0,13.428571428571427,3576
9.0,10.0,13.428571428571427,3577
9.0,10.0,13.428571428571427,3578
9.0,10.0,13.428571428571427,3579
9.0,10.0,13.428571428571427,3580
9.0,10.0,13.428571428571427,3581
9.0,10.0,13.428571428571427,3582
9.0,10.0,13.428571428571427,3583
9.0,10.0,13.428571428571427,3584
10.0,10.0,13.428571428571427,3585
10.0,10.0,13.428571428571427,3586
10.0,10.0,13.428571428571427,3587
10.0,10.0,13.428571428571427,3588
10.0,10.0,13.428571428571427,3589
10.0,10.0,13.428571428571427,3590
10.0,10.0,13.428571428571427,3591
10.0,10.0,13.428571428571427,3592
10.0,10.0,13.428571428571427,3593
10.0,10.0,13.428571428571427,3594
10.0,10.0,13.428571428571427,3595
10.0,10.0,13.428571428571427,3596
10.0,10.0,13.428571428571427,3597
10.0,10.0,13.428571428571427,3598
10.0,10.0,13.428571428571427,3599
10.0,10.0,13.428571428571427,3600
10.0,10.0,13.428571428571427,3601
10.0,10.0,13.428571428571427,3602
10.0,10.0,13.428571428571427,3603
10.0,10.0,13.428571428571427,3604
10.0,10.0,13.428571428571427,3605
10.0,10.0,13.428571428571427,3606
10.0,10.0,13.428571428571427,3607
10.0,10.0,13.428571428571427,3608
10.0,9.0,13.428571428571427,3609
10.0,9.0,13.428571428571427,3610
10.0,9.0,13.428571428571427,3611
10.0,9.0,13.428571428571427,3612
10.0,9.0,13.428571428571427,3613
10.0,9.0,13.428571428571427,3614
10.0,9.0,13.428571428571427,3615
10.0,9.0,13.428571428571427,3616
10.0,9.0,13.428571428571427,3617
10.0,9.0,13.428571428571427,3618
10.0,9.0,13.428571428571427,3619
10.0,9.0,13.428571428571427,3620
10.0,9.0,13.428571428571427,3621
10.0,9.0,13.428571428571427,3622
10.0,9.0,13.428571428571427,3623
10.0,9.0,13.428571428571427,3624
10.0,9.0,13.428571428571427,3625
10.0,9.0,13.428571428571427,3626
10.0,9.0,13.428571428571427,3627
10.0,9.0,13.428571428571427,3628
10.0,9.0,13.428571428571427,3629
10.0,9.0,13.428571428571427,3630
10.0,9.0,13.428571428571427,3631
10.0,9.0,13.428571428571427,3632
10.0,9.0,13.428571428571427,3633
10.0,9.0,13.428571428571427,3634
10.0,9.0,13.428571428571427,3635
10.0,9.0,13.428571428571427,3636
10.0,9.0,13.428571428571427,3637
10.0,9.0,13.428571428571427,3638
10.0,9.0,13.428571428571427,3639
10.0,9.0,13.428571428571427,3640
10.0,9.0,13.428571428571427,3641
10.0,9.0,13.428571428571427,3642
10.0,9.0,13.428571428571427,3643
10.0,9.0,13.428571428571427,3644
10.0,9.0,13.428571428571427,3645
10.0,9.0,13.428571428571427,3646
10.0,9.0,13.428571428571427,3647
10.0,9.0,13.428571428571427,3648
10.0,9.0,13.428571428571427,3649
10.0,9.0,13.428571428571427,3650
10.0,9.0,14.285714285714285,3651
10.0,9.0,14.285714285714285,3652
10.0,9.0,14.285714285714285,3653
10.0,9.0,14.285714285714285,3654
10.0,9.0,14.285714285714285,3655
10.0,9.0,14.285714285714285,3656
10.0,9.0,14.285714285714285,3657
10.0,9.0,15.142857142857142,3658
10.0,9.0,15.142857142857142,3659
10.0,9.0,15.142857142857142,3660
10.0,9.0,15.285714285714285,3661
10.0,9.0,15.285714285714285,3662
10.0,9.0,15.285714285714285,3663
10.0,9.0,15.285714285714285,3664
10.0,10.0,15.285714285714285,3665
10.0,10.0,15.285714285714285,3666
10.0,10.0,15.428571428571427,3667
10.0,10.0,15.428571428571427,3668
10.0,10.0,15.428571428571427,3669
10.0,11.0,15.428571428571427,3670
10.0,11.0,15.428571428571427,3671
10.0,11.0,15.428571428571427,3672
10.0,11.0,15.428571428571427,3673
10.0,11.0,15.428571428571427,3674
10.0,11.0,15.428571428571427,3675
10.0,11.0,15.428571428571427,3676
10.0,11.0,15.428571428571427,3677
